"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"3KQC8JMJGC9USNK91PALCVI5QFP3H6","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3B837J3LDPEDOIHLDBSINRO5KRERS8","A610SH5RY1NG1","Approved","Tue Jul 05 13:30:08 PDT 2016","Tue Jul 05 13:30:17 PDT 2016","Tue Jul 05 21:30:17 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","9","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4813959713.jpg","1","0","0",""
"3KQC8JMJGC9USNK91PALCVI5QFP3H6","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3YW4XOSQKR35AQA84M83W1OG1QY1UV","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:19:06 PDT 2016","Tue Jul 05 13:19:48 PDT 2016","Tue Jul 05 21:19:48 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","42","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4813959713.jpg","0","0","0",""
"3KI0JD2ZU1ZWWH1F7IM7SL5VM3V67D","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","33JKGHPFYDCPBPCO07FF2YKPR5BMN7","A2UUT3XS4L80YU","Approved","Tue Jul 05 13:34:26 PDT 2016","Tue Jul 05 13:35:02 PDT 2016","Tue Jul 05 21:35:02 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","36","100% (9/9)","100% (9/9)","100% (9/9)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2600068936.jpg","0","0","2",""
"3KI0JD2ZU1ZWWH1F7IM7SL5VM3V67D","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","36V4Q8R5ZLIAEMPGGZ7W6SFUWGQQMQ","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:23:56 PDT 2016","Tue Jul 05 13:25:45 PDT 2016","Tue Jul 05 21:25:45 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","109","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2600068936.jpg","0","0","3",""
"3KI0JD2ZU1ZWWH1F7IM7SL5VM3V67D","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3V0Z7YWSIZICCQH4SGIMX60473X2VE","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:34:35 PDT 2016","Tue Jul 05 13:34:58 PDT 2016","Tue Jul 05 21:34:58 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","23","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2600068936.jpg","0","0","3",""
"3XJOUITW8U8C4XH6ZU363ME4B1YQT6","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","33LK57MYLUNMQ93CNSMV9UQ4T80ZSC","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:33:26 PDT 2016","Tue Jul 05 13:33:46 PDT 2016","Tue Jul 05 21:33:46 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","20","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1260501563.jpg","1","1","","0"
"3XJOUITW8U8C4XH6ZU363ME4B1YQT6","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3D4CH1LGEBB4UDC8OUYF7S58QUI9GN","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:34:24 PDT 2016","Tue Jul 05 13:34:44 PDT 2016","Tue Jul 05 21:34:44 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","20","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1260501563.jpg","1","1","","0"
"3XJOUITW8U8C4XH6ZU363ME4B1YQT6","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3PMBY0YE28LRD1W3M82WH1KTS2M9C9","A29NA4283YJ26D","Approved","Tue Jul 05 13:28:19 PDT 2016","Tue Jul 05 13:28:27 PDT 2016","Tue Jul 05 21:28:27 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","8","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/1260501563.jpg","1","0","0",""
"3SU800BH869R4AWVZZTG8I06UF5QUX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","34V1S5K3GTJ2XKN2CHPTV1SJWGD69G","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:31:46 PDT 2016","Tue Jul 05 13:32:07 PDT 2016","Tue Jul 05 21:32:07 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","21","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5445317867.jpg","1","0","2",""
"3SU800BH869R4AWVZZTG8I06UF5QUX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3E1QT0TDFQRICZZT9QS4S8NDL1SI8Z","A610SH5RY1NG1","Approved","Tue Jul 05 13:33:23 PDT 2016","Tue Jul 05 13:33:31 PDT 2016","Tue Jul 05 21:33:31 PDT 2016","Tue Jul 05 13:53:20 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5445317867.jpg","1","0","2",""
"3SU800BH869R4AWVZZTG8I06UF5QUX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3G5W44VEU80OB9VZSRP4X1JO1OPGKJ","A2HTN7HCNBQ8V4","Approved","Tue Jul 05 13:28:28 PDT 2016","Tue Jul 05 13:29:11 PDT 2016","Tue Jul 05 21:29:11 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","43","100% (28/28)","100% (28/28)","100% (15/15)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5445317867.jpg","1","0","2",""
"3S4TINXCC049NZA9KVKHENDIQTGBOT","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3HMIGG0U4MO42ZEYD8E7EWH1BKI8YN","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:22:41 PDT 2016","Tue Jul 05 13:24:07 PDT 2016","Tue Jul 05 21:24:07 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","86","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3464708890.jpg","0","0","2",""
"3S4TINXCC049NZA9KVKHENDIQTGBOT","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3KIBXJ1WD6CC3MCXGA2C2ASQSABKO5","A1MJECBV45AP5O","Approved","Tue Jul 05 13:21:09 PDT 2016","Tue Jul 05 13:21:15 PDT 2016","Tue Jul 05 21:21:15 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","6","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3464708890.jpg","0","0","2",""
"3S4TINXCC049NZA9KVKHENDIQTGBOT","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3ND9UOO81LKVS13HSW5NY4IRKCFWLW","A79QGFH9KEJAV","Approved","Tue Jul 05 13:22:08 PDT 2016","Tue Jul 05 13:22:17 PDT 2016","Tue Jul 05 21:22:17 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","9","100% (16/16)","100% (16/16)","100% (16/16)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3464708890.jpg","0","0","2",""
"3AXFSPQOYQFLZ5VS9KE8PHNH6XYJF0","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","39O5D9O87UA5YZ7N5Z1MQOH7SAFC3Y","A29NA4283YJ26D","Approved","Tue Jul 05 13:33:16 PDT 2016","Tue Jul 05 13:33:26 PDT 2016","Tue Jul 05 21:33:26 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","10","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2521938802.jpg","1","0","2",""
"3AXFSPQOYQFLZ5VS9KE8PHNH6XYJF0","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3LOTDFNYA8H9S9TL6L2P3RD7NGSWFQ","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:20:41 PDT 2016","Tue Jul 05 13:21:31 PDT 2016","Tue Jul 05 21:21:31 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","50","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2521938802.jpg","1","0","2",""
"3AXFSPQOYQFLZ5VS9KE8PHNH6XYJF0","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3RXPCZQMQQTM589DKHJMSMNPSIO1G0","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:25:18 PDT 2016","Tue Jul 05 13:25:31 PDT 2016","Tue Jul 05 21:25:31 PDT 2016","Tue Jul 05 13:53:21 PDT 2016","","","13","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2521938802.jpg","1","1","","1"
"36GJS3V78V7RD5RNK4KQ72NT7CYJGZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3MRNMEIQW6OWJV3QB10X6GT6DWILDL","A29NA4283YJ26D","Approved","Tue Jul 05 13:32:35 PDT 2016","Tue Jul 05 13:32:42 PDT 2016","Tue Jul 05 21:32:42 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","7","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/7173663269.jpg","1","0","2",""
"36GJS3V78V7RD5RNK4KQ72NT7CYJGZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3VNXK88KKD0NCA23DPX17T8ID92V9U","A610SH5RY1NG1","Approved","Tue Jul 05 13:28:42 PDT 2016","Tue Jul 05 13:28:50 PDT 2016","Tue Jul 05 21:28:50 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/7173663269.jpg","1","0","2",""
"36GJS3V78V7RD5RNK4KQ72NT7CYJGZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3ZY8KE4ISKLT49JPUR8NTOY7N90VQA","A38OYO6BYY7F7J","Approved","Tue Jul 05 13:21:30 PDT 2016","Tue Jul 05 13:21:38 PDT 2016","Tue Jul 05 21:21:38 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","8","100% (18/18)","100% (18/18)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/7173663269.jpg","1","0","2",""
"3XEIP58NL04XZCASDHKS8OGRMRXLZS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","36PW28KO40EKFIQMA5MR3KVGJWGEAL","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:28:32 PDT 2016","Tue Jul 05 13:28:38 PDT 2016","Tue Jul 05 21:28:38 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","6","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/150387174.jpg","1","1","","2"
"3XEIP58NL04XZCASDHKS8OGRMRXLZS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3AZHRG4CU52L47C7TJ82VNF6JLI03T","APLQSM4J9E6LR","Approved","Tue Jul 05 13:32:08 PDT 2016","Tue Jul 05 13:32:41 PDT 2016","Tue Jul 05 21:32:41 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","33","83% (5/6)","83% (5/6)","100% (5/5)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/150387174.jpg","1","1","","2"
"3XEIP58NL04XZCASDHKS8OGRMRXLZS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3DZQRBDBSMXL5GWJ2LRM5TLPED0S37","A610SH5RY1NG1","Approved","Tue Jul 05 13:32:27 PDT 2016","Tue Jul 05 13:32:37 PDT 2016","Tue Jul 05 21:32:37 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","10","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/150387174.jpg","1","1","","2"
"3EQVJH0T402ZR4I3G4GCU8M3KE2THD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","30JNVC0ORA2OM8O5P2RJEN7YFUXQHN","A610SH5RY1NG1","Approved","Tue Jul 05 13:31:21 PDT 2016","Tue Jul 05 13:31:28 PDT 2016","Tue Jul 05 21:31:28 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","7","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4808416879.jpg","1","0","0",""
"3EQVJH0T402ZR4I3G4GCU8M3KE2THD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3OS46CRSLGH0UR05FIUPNJHGN8V6VV","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:29:25 PDT 2016","Tue Jul 05 13:29:32 PDT 2016","Tue Jul 05 21:29:32 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","7","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4808416879.jpg","1","0","0",""
"3EQVJH0T402ZR4I3G4GCU8M3KE2THD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3VW6495TLKIJH55GQCC1D9534ZRYYX","A11T4227GSO6EP","Approved","Tue Jul 05 13:32:08 PDT 2016","Tue Jul 05 13:32:58 PDT 2016","Tue Jul 05 21:32:58 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","50","100% (3/3)","100% (3/3)","100% (3/3)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4808416879.jpg","1","0","0",""
"3L7SUC0TTUBK39MN9Z8F22SU4P4M03","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","386PBUZZXGF9MH3ILXM89EOJIGGLJ0","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:33:58 PDT 2016","Tue Jul 05 13:34:09 PDT 2016","Tue Jul 05 21:34:09 PDT 2016","Tue Jul 05 13:53:22 PDT 2016","","","11","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6338098558.jpg","0","0","5",""
"3L7SUC0TTUBK39MN9Z8F22SU4P4M03","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3FIJLY1B6VMJ80WKUZOUBX5BUJUFPJ","A79QGFH9KEJAV","Approved","Tue Jul 05 13:26:22 PDT 2016","Tue Jul 05 13:26:30 PDT 2016","Tue Jul 05 21:26:30 PDT 2016","Tue Jul 05 13:53:23 PDT 2016","","","8","100% (16/16)","100% (16/16)","100% (16/16)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6338098558.jpg","0","0","2",""
"3L7SUC0TTUBK39MN9Z8F22SU4P4M03","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3UXUOQ9OKFFZ63BCNX8LXA3ZX9H7AX","A610SH5RY1NG1","Approved","Tue Jul 05 13:32:57 PDT 2016","Tue Jul 05 13:33:07 PDT 2016","Tue Jul 05 21:33:07 PDT 2016","Tue Jul 05 13:53:23 PDT 2016","","","10","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6338098558.jpg","0","0","2",""
"33K3E8REWWCDFAQUIAN36YEAUR08XW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3CTOC39K388A7WEGH3LYQ96INWZ7J1","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:18:21 PDT 2016","Tue Jul 05 13:18:47 PDT 2016","Tue Jul 05 21:18:47 PDT 2016","Tue Jul 05 13:53:23 PDT 2016","","","26","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3542418447.jpg","1","0","2",""
"33K3E8REWWCDFAQUIAN36YEAUR08XW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3TS1AR6UQRWU2USKYDUDBBEQUPN7F3","A610SH5RY1NG1","Approved","Tue Jul 05 13:24:53 PDT 2016","Tue Jul 05 13:25:00 PDT 2016","Tue Jul 05 21:25:00 PDT 2016","Tue Jul 05 13:53:23 PDT 2016","","","7","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3542418447.jpg","1","1","","1"
"33K3E8REWWCDFAQUIAN36YEAUR08XW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:20 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:20 PDT 2016","","","3ZGVPD4G6UZN59GRCSRLJZMQVRGTZX","A3G3205514RC9K","Approved","Tue Jul 05 13:35:02 PDT 2016","Tue Jul 05 13:35:19 PDT 2016","Tue Jul 05 21:35:19 PDT 2016","Tue Jul 05 13:53:23 PDT 2016","","","17","100% (19/19)","100% (19/19)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3542418447.jpg","1","1","","1"
